rank,box_office_year,imdb_id,title,release_year,distributor,genre,domestic_box_office_gross,tickets_sold
78,2013,tt0882977,Snitch,2013,Lionsgate,Thriller/Suspense,42930462,5280500.0
79,2013,tt1411250,Riddick,2013,Universal,Action,42025135,5169143.0
80,2013,tt0993846,The Wolf of Wall Street,2013,Paramount Pictures,Black Comedy,41497424,5104234.0
81,2013,tt2243537,A Haunted House,2013,Open Road,Comedy,40041683,4925176.0
82,2013,tt0454876,Life of Pi,2012,20th Century Fox,Drama,39347206,4839755.0
83,2013,tt2024544,12 Years a Slave,2013,Fox Searchlight,Drama,37951371,4668065.0
84,2013,tt2404311,The Family,2013,Relativity,Black Comedy,36896939,4538369.0
85,2013,tt1939659,Carrie,2013,Sony Pictures,Horror,35266619,4337838.0
86,2013,tt1572315,Texas Chainsaw 3D,2013,Lionsgate,Horror,34341945,4224101.0
87,2013,tt0790736,R.I.P.D.,2013,Universal,Action,33618855,4135161.0
88,2013,tt2334873,Blue Jasmine,2013,Sony Pictures Cla…,Comedy,32744634,4027630.0
89,2013,tt0790724,Jack Reacher,2012,Paramount Pictures,Thriller/Suspense,32520094,4000012.0
90,2013,tt2609912,Kevin Hart: Let Me Explain,2013,Lionsgate,Concert/Perfor…,32244051,3966058.0
91,2013,tt2053463,Side Effects,2013,Open Road,Thriller/Suspense,32172757,3957289.0
92,2013,tt0795461,Scary Movie 5,2013,Weinstein Co.,Comedy,32015787,3937981.0
93,2013,tt0359950,The Secret Life of Walter Mitty,2013,20th Century Fox,Adventure,31484331,3872611.0
94,2013,tt1538403,The Mortal Instruments: City of Bones,2013,Sony Pictures,Adventure,31165421,3833385.0
95,2013,tt2387559,Delivery Man,2013,Walt Disney,Comedy,29704884,3653737.0
96,2013,tt2515086,One Direction: This is Us,2013,Sony Pictures,Concert/Perfor…,28873374,3551461.0
97,2013,tt1650554,Kick-Ass 2,2013,Universal,Action,28795985,3541942.0
98,2013,tt1758830,This is 40,2012,Universal,Comedy,28592545,3516918.0
99,2013,tt1024648,Argo,2012,Warner Bros.,Thriller/Suspense,27304583,3358497.0
100,2013,tt1979320,Rush,2013,Universal,Drama,26947624,3314591.0
1,2014,tt2015381,Guardians of the Galaxy,2014,Walt Disney,Action,332965525,40754654.0
2,2014,tt1951265,The Hunger Games: Mockingjay - Part 1,2014,Lionsgate,Action,313282914,38345522.0
3,2014,tt1843866,Captain America: The Winter Soldier,2014,Walt Disney,Action,259746958,31792773.0
4,2014,tt1490017,The Lego Movie,2014,Warner Bros.,Adventure,257784718,31552597.0
5,2014,tt2109248,Transformers: Age of Extinction,2014,Paramount Pictures,Action,245439076,30041503.0
6,2014,tt1587310,Maleficent,2014,Walt Disney,Adventure,241407328,29548021.0
7,2014,tt1877832,X-Men: Days of Future Past,2014,20th Century Fox,Action,233921534,28631767.0
8,2014,tt2103281,Dawn of the Planet of the Apes,2014,20th Century Fox,Adventure,208545589,25525776.0
9,2014,tt2245084,Big Hero 6,2014,Walt Disney,Adventure,204576654,25039982.0
10,2014,tt1872181,The Amazing Spider-Man 2,2014,Sony Pictures,Action,202853933,24829123.0
11,2014,tt0831387,Godzilla,2014,Warner Bros.,Action,200676069,24562554.0
12,2014,tt2294449,22 Jump Street,2014,Sony Pictures,Comedy,191719337,23466259.0
13,2014,tt1291150,Teenage Mutant Ninja Turtles,2014,Paramount Pictures,Action,191204754,23403275.0
14,2014,tt2310332,The Hobbit: The Battle of the Five Armies,2014,Warner Bros.,Adventure,189549326,23200652.0
15,2014,tt0816692,Interstellar,2014,Paramount Pictures,Adventure,179387895,21956903.0
16,2014,tt1646971,How to Train Your Dragon 2,2014,20th Century Fox,Adventure,177002924,21664985.0
17,2014,tt2267998,Gone Girl,2014,20th Century Fox,Thriller/Suspense,166197583,20342421.0
18,2014,tt1840309,Divergent,2014,Lionsgate,Adventure,150947895,18475875.0
19,2014,tt2004420,Neighbors,2014,Universal,Comedy,150086800,18370477.0
20,2014,tt2294629,Frozen,2013,Walt Disney,Musical,137645361,16847657.0
21,2014,tt1408253,Ride Along,2014,Universal,Comedy,134202565,16426263.0
22,2014,tt2357291,Rio 2,2014,20th Century Fox,Adventure,131538435,16100176.0
23,2014,tt2872732,Lucy,2014,Universal,Action,126573960,15492529.0
24,2014,tt5310940,Lone Survivor,2014,Universal,Action,124907273,15288528.0
25,2014,tt2582846,The Fault in Our Stars,2014,20th Century Fox,Drama,124872350,15284253.0
26,2014,tt0864835,Mr. Peabody & Sherman,2014,20th Century Fox,Adventure,111506430,13648278.0
27,2014,tt1253863,300: Rise of an Empire,2014,Warner Bros.,Action,106580051,13045294.0
28,2014,tt1790864,The Maze Runner,2014,20th Century Fox,Action,102104191,12497453.0
29,2014,tt1959490,Noah,2014,Paramount Pictures,Drama,101200044,12386786.0
30,2014,tt0455944,The Equalizer,2014,Sony Pictures,Action,100915604,12351971.0
31,2014,tt1631867,Edge of Tomorrow,2014,Warner Bros.,Action,100206256,12265148.0
32,2014,tt2024469,Non-Stop,2014,Universal,Action,91742160,11229151.0
33,2014,tt1929263,Heaven is for Real,2014,Sony Pictures,Drama,91386097,11185569.0
34,2014,tt2713180,Fury,2014,Sony Pictures,Drama,85244339,10433824.0
35,2014,tt2096672,Dumb and Dumber To,2014,Universal,Comedy,84966865,10399861.0
36,2014,tt2103254,Tammy,2014,Warner Bros.,Comedy,84525432,10345830.0
37,2014,tt3322940,Annabelle,2014,Warner Bros.,Horror,84273813,10315032.0
38,2014,tt2203939,The Other Woman,2014,20th Century Fox,Comedy,83911193,10270648.0
39,2014,tt1800241,American Hustle,2013,Sony Pictures,Black Comedy,82599283,10110071.0
40,2014,tt1924435,Let’s Be Cops,2014,20th Century Fox,Comedy,82390774,10084550.0
41,2014,tt2177771,The Monuments Men,2014,Sony Pictures,Drama,78031620,9550994.0
42,2014,tt0993846,The Wolf of Wall Street,2013,Paramount Pictures,Black Comedy,75451759,9235221.0
43,2014,tt1911658,Penguins of Madagascar,2014,20th Century Fox,Adventure,74028222,9060982.0
44,2014,tt1267297,Hercules,2014,Paramount Pictures,Adventure,72688614,8897015.0
45,2014,tt2975578,The Purge: Anarchy,2014,Universal,Thriller/Suspense,71562550,8759186.0
46,2014,tt2692250,Night at the Museum: Secret of the Tomb,2014,20th Century Fox,Adventure,69354582,8488933.0
47,2014,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Walt Disney,Comedy,65741380,8046681.0
48,2014,tt2239832,Think Like a Man Too,2014,Sony Pictures,Romantic Comedy,65028687,7959448.0
49,2014,tt0107688,The Nightmare Before Christmas,1993,Walt Disney,Musical,64405375,7883155.0
50,2014,tt1821658,The Nut Job,2014,Open Road,Adventure,64251538,7864325.0
51,2014,tt2180411,Into the Woods,2014,Walt Disney,Musical,64062104,7841139.0
52,2014,tt1809398,Unbroken,2014,Universal,Drama,62528610,7653441.0
53,2014,tt2528814,God’s Not Dead,2014,Pure Flix Enterta…,Drama,60755732,7436442.0
54,2014,tt3210686,Son of God,2014,20th Century Fox,Drama,59700064,7307229.0
55,2014,tt2980706,Planes: Fire and Rescue,2014,Walt Disney,Adventure,59157732,7240848.0
56,2014,tt2278388,The Grand Budapest Hotel,2014,Fox Searchlight,Comedy,59076019,7230847.0
57,2014,tt1234721,RoboCop,2014,Sony Pictures,Action,58607007,7173440.0
58,2014,tt1823664,Annie,2014,Sony Pictures,Musical,56951920,6970859.0
59,2014,tt1170358,The Hobbit: The Desolation of Smaug,2013,Warner Bros.,Adventure,56824777,6955297.0
60,2014,tt0829150,Dracula Untold,2014,Universal,Action,55991880,6853351.0
61,2014,tt1528100,Exodus: Gods and Kings,2014,20th Century Fox,Drama,55727340,6820972.0
62,2014,tt2980648,The Hundred-Foot Journey,2014,Walt Disney,Comedy,54235441,6638365.0
63,2014,tt2011159,No Good Deed,2014,Sony Pictures,Thriller/Suspense,52543632,6431289.0
64,2014,tt2170439,Horrible Bosses 2,2014,Warner Bros.,Black Comedy,51745425,6333589.0
65,2014,tt2281587,Muppets Most Wanted,2014,Walt Disney,Adventure,51178893,6264246.0
66,2014,tt1204977,Ouija,2014,Universal,Horror,50856010,6224726.0
67,2014,tt1205537,Jack Ryan: Shadow Recruit,2014,Paramount Pictures,Action,50577412,6190626.0
68,2014,tt0787474,The Boxtrolls,2014,Focus Features,Adventure,50503155,6181537.0
69,2014,tt1355630,If I Stay,2014,Warner Bros.,Drama,50474843,6178071.0
70,2014,tt2262227,The Book of Life,2014,20th Century Fox,Adventure,49323100,6037099.0
71,2014,tt1826590,About Last Night,2014,Sony Pictures,Romantic Comedy,48637684,5953205.0
72,2014,tt2106361,Into the Storm,2014,Warner Bros.,Thriller/Suspense,47602194,5826462.0
73,2014,tt1742044,Jersey Boys,2014,Warner Bros.,Drama,47047013,5758508.0
74,2014,tt1872194,The Judge,2014,Warner Bros.,Drama,47003241,5753151.0
75,2014,tt1086772,Blended,2014,Warner Bros.,Romantic Comedy,46290741,5665941.0
76,2014,tt0435651,The Giver,2014,Weinstein Co.,Drama,45090374,5519018.0
77,2014,tt2369135,Need for Speed,2014,Walt Disney,Action,43568507,5332743.0
78,2014,tt2170593,St. Vincent,2014,Weinstein Co.,Comedy,43145277,5280940.0
79,2014,tt2911666,John Wick,2014,Lionsgate,Action,42820432,5241179.0
80,2014,tt2557490,A Million Ways to Die in The West,2014,Universal,Western,42720965,5229004.0
81,2014,tt2978462,Dolphin Tale 2,2014,Warner Bros.,Drama,42024533,5143762.0
82,2014,tt2333784,The Expendables 3,2014,Lionsgate,Action,39322544,4813041.0
83,2014,tt2140373,Saving Mr. Banks,2013,Walt Disney,Drama,39212292,4799546.0
84,2014,tt2183034,Earth to Echo,2014,Relativity,Adventure,38934842,4765587.0
85,2014,tt1956620,Sex Tape,2014,Sony Pictures,Comedy,38543473,4717683.0
86,2014,tt1322269,August: Osage County,2013,Weinstein Co.,Black Comedy,37484719,4588093.0
87,2014,tt1229340,Anchorman 2: The Legend Continues,2013,Paramount Pictures,Comedy,36772939,4500972.0
88,2014,tt1647668,Million Dollar Arm,2014,Walt Disney,Drama,36447959,4461194.0
89,2014,tt1371150,This is Where I Leave You,2014,Warner Bros.,Comedy,34296320,4197836.0
90,2014,tt2473682,Paranormal Activity: The Marked Ones,2014,Paramount Pictures,Horror,32462372,3973363.0
91,2014,tt2872718,Nightcrawler,2014,Open Road,Thriller/Suspense,31825147,3895367.0
92,2014,tt2883512,Chef,2014,Open Road,Comedy,31424004,3846267.0
93,2014,tt2172934,3 Days to Kill,2014,Relativity,Thriller/Suspense,30697999,3757405.0
94,2014,tt2377322,Deliver Us from Evil,2014,Sony Pictures,Horror,30577122,3742610.0
95,2014,tt2473602,Get on Up,2014,Universal,Drama,30569935,3741730.0
96,2014,tt2247476,When the Game Stands Tall,2014,Sony Pictures,Drama,30127963,3687633.0
97,2014,tt1951264,The Hunger Games: Catching Fire,2013,Lionsgate,Adventure,29141342,3566872.0
98,2014,tt2223990,Draft Day,2014,Lionsgate,Drama,28842237,3530262.0
99,2014,tt3209680,Oculus,2014,Relativity,Horror,27695246,3389871.0
100,2014,tt0359950,The Secret Life of Walter Mitty ,2013,20th Century Fox,Adventure,26752507,3274481.0
1,2015,tt0369610,Jurassic World,2015,Universal,Action,652270625,77374926.0
2,2015,tt2488496,Star Wars Ep. VII: The Force Awakens,2015,Walt Disney,Adventure,651967269,77338941.0
3,2015,tt2395427,Avengers: Age of Ultron,2015,Walt Disney,Action,459005868,54449095.0
4,2015,tt2096673,Inside Out,2015,Walt Disney,Adventure,356461711,42284900.0
5,2015,tt2820852,Furious 7,2015,Universal,Action,353007020,41875091.0
6,2015,tt2179136,American Sniper,2014,Warner Bros.,Drama,348797073,41375691.0
7,2015,tt2293640,Minions,2015,Universal,Adventure,336045770,39863081.0
8,2015,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,Lionsgate,Action,269569121,31977357.0
9,2015,tt3659388,The Martian,2015,20th Century Fox,Adventure,225345353,26731359.0
10,2015,tt1661199,Cinderella,2015,Walt Disney,Drama,201151353,23861370.0
11,2015,tt2379713,Spectre,2015,Sony Pictures,Action,197102585,23381090.0
12,2015,tt2381249,Mission: Impossible—Rogue Nation,2015,Paramount Pictures,Action,195042377,23136700.0
13,2015,tt2848292,Pitch Perfect 2,2015,Universal,Comedy,184296230,21861949.0
14,2015,tt0478970,Ant-Man,2015,Walt Disney,Action,180202163,21376295.0
15,2015,tt2224026,Home,2015,20th Century Fox,Adventure,177397510,21043595.0
16,2015,tt2510894,Hotel Transylvania 2,2015,Sony Pictures,Adventure,168471018,19984700.0
17,2015,tt2322441,Fifty Shades of Grey,2015,Universal,Drama,166167230,19711415.0
18,2015,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,Paramount Pictures,Adventure,162994032,19334998.0
19,2015,tt1398426,Straight Outta Compton,2015,Universal,Drama,161197785,19121920.0
20,2015,tt2126355,San Andreas,2015,Warner Bros.,Adventure,155190832,18409351.0
21,2015,tt1392190,Mad Max: Fury Road,2015,Warner Bros.,Action,153636354,18224953.0
22,2015,tt3410834,The Divergent Series: Insurgent,2015,Lionsgate,Action,130179072,15442357.0
23,2015,tt5026378,Kingsman: The Secret Service,2015,20th Century Fox,Action,128261724,15214914.0
24,2015,tt2452042,The Peanuts Movie,2015,20th Century Fox,Adventure,128235584,15211813.0
25,2015,tt0073629,The Rocky Horror Picture Show,1975,20th Century Fox,Musical,113235674,13432464.0
26,2015,tt3079380,Spy!,2015,20th Century Fox,Comedy,110825712,13146585.0
27,2015,tt1979388,The Good Dinosaur,2015,Walt Disney,Adventure,110716470,13133626.0
28,2015,tt3152624,Trainwreck,2015,Universal,Romantic Comedy,110212700,13073867.0
29,2015,tt3076658,Creed,2015,Warner Bros.,Drama,99385165,11789462.0
30,2015,tt1964418,Tomorrowland,2015,Walt Disney,Adventure,93436322,11083787.0
31,2015,tt2561572,Get Hard,2015,Warner Bros.,Comedy,90411453,10724965.0
32,2015,tt1340138,Terminator: Genisys,2015,Paramount Pictures,Action,89760956,10647800.0
33,2015,tt2446042,Taken 3,2015,20th Century Fox,Action,89256424,10587951.0
34,2015,tt4046784,Maze Runner: The Scorch Trials,2015,20th Century Fox,Action,81630702,9683357.0
35,2015,tt2637276,Ted 2,2015,Universal,Comedy,81476385,9665052.0
36,2015,tt1051904,Goosebumps,2015,Sony Pictures,Horror,79132868,9387054.0
37,2015,tt2120120,Pixels,2015,Sony Pictures,Action,78765986,9343533.0
38,2015,tt1109624,Paddington,2015,Weinstein Co.,Adventure,76223578,9041943.0
39,2015,tt2361509,The Intern,2015,Warner Bros.,Comedy,75574886,8964992.0
40,2015,tt2084970,The Imitation Game,2014,Weinstein Co.,Drama,71188624,8444677.0
41,2015,tt3450650,Paul Blart: Mall Cop 2,2015,Sony Pictures,Comedy,71091594,8433167.0
42,2015,tt3682448,Bridge of Spies,2015,Walt Disney,Thriller/Suspense,70447776,8356794.0
43,2015,tt3832914,War Room,2015,Sony Pictures,Drama,66628024,7903680.0
44,2015,tt2268016,Magic Mike XXL,2015,Warner Bros.,Comedy,66013057,7830730.0
45,2015,tt2310332,The Hobbit: The Battle of the Five Armies,2014,Warner Bros. / Fa…,Adventure,65570462,7778228.0
46,2015,tt3567288,The Visit,2015,Universal,Horror,65206105,7735007.0
47,2015,tt1528854,Daddy’s Home,2015,Paramount Pictures,Comedy,64684278,7673105.0
48,2015,tt0884732,The Wedding Ringer,2015,Sony Pictures,Comedy,64460211,7646526.0
49,2015,tt2180411,Into the Woods,2014,Walt Disney,Musical,63940268,7584848.0
50,2015,tt1355683,Black Mass,2015,Warner Bros.,Drama,62575678,7422975.0
51,2015,tt1524930,Vacation,2015,Warner Bros.,Comedy,58884188,6985076.0
52,2015,tt3862750,The Perfect Guy,2015,Sony Pictures,Thriller/Suspense,57027435,6764820.0
53,2015,tt1502712,Fantastic Four,2015,20th Century Fox,Action,56117548,6656886.0
54,2015,tt2974918,Alvin and the Chipmunks: The Road Chip,2015,20th Century Fox,Adventure,55575427,6592577.0
55,2015,tt2381941,Focus,2015,Warner Bros.,Comedy,53862963,6389438.0
56,2015,tt1809398,Unbroken,2014,Universal,Drama,53371650,6331157.0
57,2015,tt1798684,Southpaw,2015,Weinstein Co.,Drama,52421953,6218500.0
58,2015,tt3195644,Insidious Chapter 3,2015,Focus Features,Horror,52218558,6194372.0
59,2015,tt1020072,Selma,2014,Paramount Pictures,Drama,50872921,6034747.0
60,2015,tt1850457,Sisters,2015,Universal,Comedy,49123380,5827210.0
61,2015,tt1617661,Jupiter Ascending,2015,Warner Bros.,Action,47482519,5632565.0
62,2015,tt1029360,Poltergeist,2015,20th Century Fox,Horror,47425125,5625756.0
63,2015,tt3397884,Sicario,2015,Lionsgate,Thriller/Suspense,46770373,5548087.0
64,2015,tt1638355,The Man From U.N.C.L.E.,2015,Warner Bros.,Action,45445109,5390879.0
65,2015,tt2097298,"McFarland, USA",2015,Walt Disney,Drama,44480275,5276426.0
66,2015,tt2692250,Night at the Museum: Secret of the Tomb,2014,20th Century Fox,Adventure,44392039,5265960.0
67,2015,tt4178092,The Gift,2015,STX Entertainment,Thriller/Suspense,43787265,5194219.0
68,2015,tt2719848,Everest,2015,Universal,Adventure,43482270,5158039.0
69,2015,tt3530002,The Night Before,2015,Sony Pictures,Comedy,42884826,5087168.0
70,2015,tt3369806,Max,2015,Warner Bros.,Adventure,42656255,5060054.0
71,2015,tt1655441,The Age of Adaline,2015,Lionsgate,Drama,42629776,5056913.0
72,2015,tt3850590,Krampus,2015,Universal,Horror,41465710,4918827.0
73,2015,tt2726560,The Longest Ride,2015,20th Century Fox,Drama,37446117,4442007.0
74,2015,tt3181822,The Boy Next Door,2015,Universal,Thriller/Suspense,36006065,4271182.0
75,2015,tt3332064,Pan,2015,Warner Bros.,Adventure,35057457,4158654.0
76,2015,tt2967224,Hot Pursuit,2015,Warner Bros.,Comedy,34580201,4102040.0
77,2015,tt1666801,The DUFF,2015,CBS Films,Comedy,34030343,4036814.0
78,2015,tt2404425,Woman in Gold,2015,Weinstein Co.,Drama,33307793,3951102.0
79,2015,tt2555736,The Second Best Exotic Marigold Hotel,2015,Fox Searchlight,Comedy,33078266,3923875.0
80,2015,tt4836716,Unfriended,2015,Universal,Horror,32789645,3889638.0
81,2015,tt1674771,Entourage,2015,Warner Bros.,Comedy,32363404,3839075.0
82,2015,tt3622592,Paper Towns,2015,20th Century Fox,Drama,32000304,3796003.0
83,2015,tt1823672,Chappie,2015,Sony Pictures,Action,31569268,3744872.0
84,2015,tt2554274,Crimson Peak,2015,Universal,Horror,31090320,3688057.0
85,2015,tt1178665,A Walk in the Woods,2015,Broad Green Pictures,Adventure,29499394,3499335.0
86,2015,tt1823664,Annie,2014,Sony Pictures,Musical,28959342,3435272.0
87,2015,tt2446980,Joy,2015,20th Century Fox,Drama,28310094,3358256.0
88,2015,tt2752772,Sinister 2,2015,Focus Features,Horror,27740955,3290742.0
89,2015,tt1618442,The Last Witch Hunter,2015,Lionsgate,Action,27367660,3246460.0
90,2015,tt1781922,No Escape,2015,Weinstein Co.,Thriller/Suspense,27288872,3237114.0
91,2015,tt3623726,Ricki and the Flash,2015,Sony Pictures,Drama,26839498,3183808.0
92,2015,tt2339741,The Woman in Black 2: Angel of Death,2015,Relativity,Horror,26501323,3143692.0
93,2015,tt2199571,Run All Night,2015,Warner Bros.,Action,26461644,3138985.0
94,2015,tt2279339,Love the Coopers,2015,CBS Films,Comedy,26054993,3090747.0
95,2015,tt1895587,Spotlight,2015,Open Road,Drama,25923879,3075193.0
96,2015,tt2918436,The Lazarus Effect,2015,Lionsgate,Horror,25801570,3060684.0
97,2015,tt5262674,Ex Machina,2015,A24,Thriller/Suspense,25440971,3017909.0
98,2015,tt1596363,The Big Short,2015,Paramount Pictures,Drama,23995178,2846403.0
99,2015,tt1951265,The Hunger Games: Mockingjay - Part 1,2014,Lionsgate,Action,23852971,2829534.0
100,2015,tt1390411,In the Heart of the Sea,2015,Warner Bros.,Adventure,23063385,2735870.0
1,2016,tt2277860,Finding Dory,2016,Walt Disney,Adventure,486295561,56219140.0
2,2016,tt3748528,Rogue One: A Star Wars Story,2016,Walt Disney,Adventure,408235850,47194896.0
3,2016,tt3498820,Captain America: Civil War,2016,Walt Disney,Action,408084349,47177381.0
4,2016,tt2709768,The Secret Life of Pets,2016,Universal,Adventure,368384330,42587784.0
5,2016,tt3040964,The Jungle Book,2016,Walt Disney,Adventure,364001123,42081055.0
6,2016,tt1431045,Deadpool,2016,20th Century Fox,Action,363070709,41973492.0
7,2016,tt2948356,Zootopia,2016,Walt Disney,Adventure,341268248,39452977.0
8,2016,tt2975590,Batman v Superman: Dawn of Justice,2016,Warner Bros.,Action,330360194,38191930.0
9,2016,tt1386697,Suicide Squad,2016,Warner Bros.,Action,325100054,37583821.0
10,2016,tt2488496,Star Wars Ep. VII: The Force Awakens,2015,Walt Disney,Adventure,284694956,32912712.0
11,2016,tt1211837,Doctor Strange,2016,Walt Disney,Action,229876337,26575299.0
12,2016,tt3183660,Fantastic Beasts and Where to Find Them,2016,Warner Bros.,Adventure,222675573,25742841.0
13,2016,tt3521164,Moana,2016,Walt Disney,Musical,206477478,23870229.0
14,2016,tt1663202,The Revenant,2015,20th Century Fox,Adventure,182765375,21128945.0
15,2016,tt4196776,Jason Bourne,2016,Universal,Action,162192920,18750627.0
16,2016,tt2660888,Star Trek Beyond,2016,Paramount Pictures,Adventure,158848340,18363970.0
17,2016,tt3385516,X-Men: Apocalypse,2016,20th Century Fox,Action,155442489,17970230.0
