rank,box_office_year,imdb_id,title,release_year,distributor,genre,domestic_box_office_gross,tickets_sold
74,2003,tt0337711,Rugrats Go Wild,2003,Paramount Pictures,Adventure,39402572,6534423.0
75,2003,tt0304415,Mona Lisa Smile,2003,Sony Pictures,Drama,38600000,6401327.0
76,2003,tt0325537,Head of State,2003,Dreamworks SKG,Comedy,37788228,6266704.0
77,2003,tt0326900,Good Boy!,2003,MGM,Adventure,37639635,6242062.0
78,2003,tt0263757,Uptown Girls,2003,MGM,Comedy,37095657,6151850.0
79,2003,tt0325805,Matchstick Men,2003,Warner Bros.,Comedy,36873198,6114958.0
80,2003,tt0271668,National Security,2003,Sony Pictures,Action,36288951,6018068.0
81,2003,tt0286788,What a Girl Wants,2003,Warner Bros.,Comedy,35990505,5968575.0
82,2003,tt0388146,Jeepers Creepers II,2003,MGM,Horror,35623801,5907761.0
83,2003,tt0138524,Intolerable Cruelty,2003,Universal,Romantic Comedy,35273738,5849708.0
84,2003,tt0306685,Cradle 2 the Grave,2003,Warner Bros.,Action,34657731,5747551.0
85,2003,tt0328099,Malibu's Most Wanted,2003,Warner Bros.,Comedy,34308901,5689702.0
86,2003,tt0269347,The Hunted,2003,Paramount Pictures,Action,34234008,5677282.0
87,2003,tt0285531,Dreamcatcher,2003,Warner Bros.,Horror,33685268,5586280.0
88,2003,tt0401784,Bend it Like Beckham,2003,Fox Searchlight,Comedy,32543449,5396924.0
89,2003,tt0282209,Darkness Falls,2003,Sony Pictures,Horror,32539681,5396299.0
90,2003,tt0253474,The Pianist,2002,Focus Features,Drama,32376125,5369175.0
91,2003,tt0252076,Maid in Manhattan,2002,Sony Pictures,Romantic Comedy,31853896,5282570.0
92,2003,tt0298814,The Core,2003,Paramount Pictures,Action,31111260,5159413.0
93,2003,tt0335266,Lost in Translation,2003,Focus Features,Drama,31087018,5155393.0
94,2003,tt0191133,The Fighting Temptations,2003,Paramount Pictures,Comedy,30238577,5014689.0
95,2003,tt0329717,Hollywood Homicide,2003,Sony Pictures,Action,30207785,5009583.0
96,2003,tt0159365,Cold Mountain,2003,Miramax,Drama,28200000,4676617.0
97,2003,tt0274166,Johnny English,2003,Universal,Action,28013509,4645690.0
98,2003,tt0322589,Honey,2003,Universal,Drama,27744345,4601052.0
99,2003,tt0338466,Stuck On You,2003,20th Century Fox,Comedy,26800000,4444444.0
100,2003,tt0264395,Basic,2003,Sony Pictures,Thriller/Suspense,26599248,4411152.0
1,2004,tt0298148,Shrek 2,2004,Dreamworks SKG,Adventure,436471036,70285191.0
2,2004,tt0316654,Spider-Man 2,2004,Sony Pictures,Adventure,373524485,60148870.0
3,2004,tt0335345,The Passion of the Christ,2004,Newmarket Films,Drama,370274604,59625540.0
4,2004,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,Warner Bros.,Adventure,249538952,40183406.0
5,2004,tt0317705,The Incredibles,2004,Walt Disney,Adventure,248900000,40080515.0
6,2004,tt0319262,The Day After Tomorrow,2004,20th Century Fox,Adventure,186740799,30070982.0
7,2004,tt0372183,The Bourne Supremacy,2004,Universal,Thriller/Suspense,176087450,28355467.0
8,2004,tt0307453,Shark Tale,2004,Dreamworks SKG,Adventure,160762022,25887604.0
9,2004,tt0338348,The Polar Express,2004,Warner Bros.,Adventure,151623383,24416004.0
10,2004,tt0368891,National Treasure,2004,Walt Disney,Adventure,150300000,24202899.0
11,2004,tt0343818,"I, Robot",2004,20th Century Fox,Action,144801023,23317395.0
12,2004,tt0332452,Troy,2004,Warner Bros.,Action,133298577,21465149.0
13,2004,tt0290002,Meet the Fockers,2004,Universal,Comedy,133000000,21417069.0
14,2004,tt0167260,The Lord of the Rings: The Return of the King,2003,New Line,Adventure,127613073,20549609.0
15,2004,tt0343660,50 First Dates,2004,Sony Pictures,Romantic Comedy,120776832,19448765.0
16,2004,tt0338526,Van Helsing,2004,Universal,Action,120150546,19347914.0
17,2004,tt0361596,Fahrenheit 9/11,2004,Lionsgate,Documentary,119114517,19181082.0
18,2004,tt0364725,Dodgeball: A True Underdog Story,2004,20th Century Fox,Comedy,114326736,18410102.0
19,2004,tt0368447,The Village,2004,Walt Disney,Thriller/Suspense,114197520,18389295.0
20,2004,tt0391198,The Grudge,2004,Sony Pictures,Horror,110175871,17741686.0
21,2004,tt0349903,Ocean's Twelve,2004,Warner Bros.,Adventure,100700000,16215781.0
22,2004,tt0369339,Collateral,2004,Dreamworks SKG,Action,100170152,16130459.0
23,2004,tt0368933,The Princess Diaries 2: Royal Engagement,2004,Walt Disney,Romantic Comedy,95149435,15321970.0
24,2004,tt0335438,Starsky & Hutch,2004,Warner Bros.,Comedy,88200225,14202935.0
25,2004,tt0343135,Along Came Polly,2004,Universal,Romantic Comedy,88073507,14182529.0
26,2004,tt0377092,Mean Girls,2004,Paramount Pictures,Comedy,86047227,13856236.0
27,2004,tt0339291,Lemony Snicket’s A Series of Unfortunate Events,2004,Paramount Pictures,Adventure,84800000,13655395.0
28,2004,tt0331632,Scooby-Doo 2: Monsters Unleashed,2004,Warner Bros.,Adventure,84185387,13556423.0
29,2004,tt0357413,Anchorman: The Legend of Ron Burgundy,2004,Dreamworks SKG,Comedy,84136909,13548617.0
30,2004,tt0349205,Cheaper by the Dozen,2003,20th Century Fox,Comedy,82814544,13335675.0
31,2004,tt0345950,SpongeBob SquarePants,2004,Paramount Pictures,Adventure,81900075,13188417.0
32,2004,tt0332280,The Notebook,2004,New Line,Drama,81001787,13043766.0
33,2004,tt0472993,AVP: Alien Vs. Predator,2004,20th Century Fox,Action,80281096,12927713.0
34,2004,tt0328107,Man on Fire,2004,20th Century Fox,Thriller/Suspense,77906816,12545381.0
35,2004,tt0362227,The Terminal,2004,Dreamworks SKG,Drama,77073959,12411266.0
36,2004,tt0356634,Garfield The Movie,2004,20th Century Fox,Adventure,75367693,12136505.0
37,2004,tt0349710,Ladder 49,2004,Walt Disney,Thriller/Suspense,73870841,11895465.0
38,2004,tt0388419,Christmas with the Kranks,2004,Sony Pictures,Comedy,73077009,11767634.0
39,2004,tt0350258,Ray,2004,Universal,Drama,71611065,11531572.0
40,2004,tt0381707,White Chicks,2004,Sony Pictures,Comedy,69148997,11135104.0
41,2004,tt0159365,Cold Mountain,2003,Miramax,Drama,67432614,10858714.0
42,2004,tt0317648,Hidalgo,2004,Walt Disney,Western,67286731,10835222.0
43,2004,tt0356618,The Forgotton,2004,Sony Pictures,Thriller/Suspense,66711892,10742656.0
44,2004,tt0422704,Kill Bill: Volume 2,2004,Miramax,Action,66207920,10661501.0
45,2004,tt0368008,The Manchurian Candidate,2004,Paramount Pictures,Thriller/Suspense,65948711,10619760.0
46,2004,tt0337579,Barbershop 2: Back in Business,2004,MGM,Comedy,65070412,10478327.0
47,2004,tt0349825,Miracle,2004,Walt Disney,Drama,64378093,10366843.0
48,2004,tt0390022,Friday Night Lights,2004,Universal,Drama,61255921,9864077.0
49,2004,tt0319061,Big Fish,2003,Sony Pictures,Drama,60523109,9746072.0
50,2004,tt0327162,The Stepford Wives,2004,Paramount Pictures,Black Comedy,59475623,9577395.0
51,2004,tt0337741,Something's Gotta Give,2003,Sony Pictures,Romantic Comedy,59385242,9562841.0
52,2004,tt0167190,Hellboy,2004,Sony Pictures,Action,59103901,9517536.0
53,2004,tt0363547,Dawn of the Dead,2004,Universal,Horror,58990765,9499318.0
54,2004,tt0364751,Without a Paddle,2004,Paramount Pictures,Comedy,58107982,9357162.0
55,2004,tt0289879,The Butterfly Effect,2004,New Line,Thriller/Suspense,57924679,9327646.0
56,2004,tt0296572,The Chronicles of Riddick,2004,Universal,Action,57712751,9293519.0
57,2004,tt0358135,Shall We Dance?,2004,Miramax,Romantic Comedy,57149868,9202877.0
58,2004,tt0337563,13 Going On 30,2004,Sony Pictures,Romantic Comedy,57139723,9201244.0
59,2004,tt0387564,Saw,2004,Lionsgate,Horror,55153403,8881385.0
60,2004,tt0299977,Jet Li’s Hero,2004,Miramax,Action,53652140,8639636.0
61,2004,tt0349683,King Arthur,2004,Walt Disney,Adventure,51877963,8353939.0
62,2004,tt0356470,A Cinderella Story,2004,Warner Bros.,Romantic Comedy,51438175,8283120.0
63,2004,tt0318627,Resident Evil: Apocalypse,2004,Sony Pictures,Horror,50740078,8170705.0
64,2004,tt0299172,Home on the Range,2004,Walt Disney,Western,50026353,8055773.0
65,2004,tt0359013,Blade: Trinity,2004,New Line,Action,48079939,7742341.0
66,2004,tt0363988,Secret Window,2004,Sony Pictures,Thriller/Suspense,47958031,7722710.0
67,2004,tt0351977,Walking Tall,2004,MGM,Action,46213824,7441840.0
68,2004,tt0374900,Napoleon Dynamite,2004,Fox Searchlight,Comedy,44411050,7151537.0
69,2004,tt0204313,Exorcist: The Beginning,2004,Warner Bros.,Horror,41814863,6733472.0
70,2004,tt0327554,Catwoman,2004,Warner Bros.,Action,40202379,6473813.0
71,2004,tt0365957,You Got Served,2004,Sony Pictures,Drama,40066497,6451932.0
72,2004,tt0317198,Bridget Jones: The Edge Of Reason,2004,Universal,Romantic Comedy,39877945,6421569.0
73,2004,tt0335245,The Ladykillers,2004,Walt Disney,Black Comedy,39692139,6391649.0
74,2004,tt0346156,Sky Captain and the World of Tomorrow,2004,Paramount Pictures,Adventure,37760080,6080528.0
75,2004,tt0350028,Raising Helen,2004,Walt Disney,Comedy,37485528,6036317.0
76,2004,tt0316732,Taxi,2004,20th Century Fox,Action,36362287,5855440.0
77,2004,tt0327056,Mystic River,2003,Warner Bros.,Drama,36244484,5836471.0
78,2004,tt0338013,Eternal Sunshine of the Spotless Mind,2004,Focus Features,Comedy,34366518,5534061.0
79,2004,tt0387412,Monster,2004,Newmarket Films,Drama,34244004,5514332.0
80,2004,tt0346491,Alexander,2004,Warner Bros.,Action,34000304,5475089.0
81,2004,tt0330793,The Punisher,2004,Lionsgate,Action,33571379,5406019.0
82,2004,tt0372588,Team America: World Police,2004,Paramount Pictures,Comedy,32749828,5273724.0
83,2004,tt0364045,Taking Lives,2004,Warner Bros.,Thriller/Suspense,32682342,5262857.0
84,2004,tt0337921,Cellular,2004,New Line,Thriller/Suspense,32003620,5153562.0
85,2004,tt0366174,Anacondas: The Hunt for the Blood Orchid,2004,Sony Pictures,Horror,31526393,5076714.0
86,2004,tt0325710,The Last Samurai,2003,Warner Bros.,Action,31410575,5058064.0
87,2004,tt0359517,Johnson Family Vacation,2004,Fox Searchlight,Comedy,31203964,5024793.0
88,2004,tt0374102,Open Water,2004,Lionsgate,Horror,30500882,4911575.0
89,2004,tt0361467,Confessions of a Teenage Drama Queen,2004,Walt Disney,Comedy,29302097,4718534.0
90,2004,tt0338337,Paycheck,2003,Paramount Pictures,Thriller/Suspense,28689313,4619857.0
91,2004,tt0337909,Calendar Girls,2003,Walt Disney,Comedy,28495504,4588648.0
92,2004,tt0477072,The Prince & Me,2004,Paramount Pictures,Romantic Comedy,28165882,4535569.0
93,2004,tt0367479,After the Sunset,2004,New Line,Action,28113925,4527202.0
94,2004,tt0376541,Closer,2004,Sony Pictures,Drama,27460754,4422021.0
95,2004,tt0333766,Garden State,2004,Fox Searchlight,Drama,26754251,4308252.0
96,2004,tt0371246,Spanglish,2004,Sony Pictures,Comedy,26500000,4267311.0
97,2004,tt0316396,Peter Pan,2003,Universal,Adventure,26417850,4254082.0
98,2004,tt0396592,Fat Albert,2004,20th Century Fox,Comedy,26300000,4235105.0
99,2004,tt0300051,Jersey Girl,2004,Miramax,Comedy,25266129,4068620.0
100,2004,tt0304415,Mona Lisa Smile,2003,Sony Pictures,Drama,25203100,4058470.0
1,2005,tt0121766,Star Wars Ep. III: Revenge of the Sith,2005,20th Century Fox,Adventure,380270577,59324583.0
2,2005,tt0330373,Harry Potter and the Goblet of Fire,2005,Warner Bros.,Adventure,273281180,42633569.0
3,2005,tt0407304,War of the Worlds,2005,Paramount Pictures,Action,234280354,36549197.0
4,2005,tt0363771,The Chronicles of Narnia: The Lion the Witch and the Wardrobe,2005,Walt Disney,Adventure,209440087,32673961.0
5,2005,tt0396269,Wedding Crashers,2005,New Line,Comedy,209218368,32639371.0
6,2005,tt0367594,Charlie and the Chocolate Factory,2005,Warner Bros.,Adventure,206459076,32208904.0
7,2005,tt0372784,Batman Begins,2005,Warner Bros.,Action,205343774,32034910.0
8,2005,tt0351283,Madagascar,2005,Dreamworks SKG,Adventure,193166575,30135191.0
9,2005,tt2923564,Mr. And Mrs. Smith,2005,20th Century Fox,Action,186336279,29069622.0
10,2005,tt0386588,Hitch,2005,Sony Pictures,Romantic Comedy,177784257,27735454.0
11,2005,tt0360717,King Kong,2005,Universal,Adventure,158709835,24759725.0
12,2005,tt0398165,The Longest Yard,2005,Paramount Pictures,Comedy,158119460,24667622.0
13,2005,tt0120667,Fantastic Four,2005,20th Century Fox,Action,154695569,24133474.0
14,2005,tt0290002,Meet the Fockers,2004,Universal,Comedy,146167575,22803054.0
15,2005,tt0371606,Chicken Little,2005,Walt Disney,Adventure,131944653,20584189.0
16,2005,tt0358082,Robots,2005,,Adventure,128200012,20000002.0
17,2005,tt0395699,The Pacifier,2005,Walt Disney,Comedy,113006880,17629778.0
18,2005,tt0405422,The 40 Year-old Virgin,2005,Universal,Romantic Comedy,109449237,17074764.0
19,2005,tt0405159,Million Dollar Baby,2005,Warner Bros.,Drama,99309220,15492858.0
20,2005,tt0358273,Walk the Line,2005,20th Century Fox,Drama,91742439,14312393.0
21,2005,tt0408790,Flightplan,2005,Walt Disney,Thriller/Suspense,89132263,13905189.0
22,2005,tt0432348,Saw II,2005,Lionsgate,Horror,87014325,13574778.0
23,2005,tt0369735,Monster-in-Law,2005,New Line,Romantic Comedy,82931301,12937800.0
24,2005,tt0368578,Are We There Yet?,2005,Sony Pictures,Comedy,82301521,12839551.0
25,2005,tt0377818,The Dukes of Hazzard,2005,Warner Bros.,Comedy,80270227,12522656.0
26,2005,tt0338751,The Aviator,2004,Miramax,Drama,78308827,12216666.0
27,2005,tt0428803,March of the Penguins,2005,Warner Independent,Documentary,77437223,12080690.0
28,2005,tt0377109,The Ring Two,2005,Dreamworks SKG,Horror,75941727,11847383.0
29,2005,tt0360486,Constantine,2005,Warner Bros.,Action,75500759,11778590.0
30,2005,tt0404032,The Exorcism of Emily Rose,2005,Sony Pictures,Horror,75072454,11711771.0
31,2005,tt0430105,Four Brothers,2005,Paramount Pictures,Thriller/Suspense,74494381,11621588.0
32,2005,tt0401792,Sin City,2005,Miramax/Dimension,Thriller/Suspense,74103820,11560658.0
33,2005,tt0373926,The Interpreter,2005,Universal,Thriller/Suspense,72515360,11312849.0
34,2005,tt0318649,Sahara,2005,Paramount Pictures,Adventure,68671925,10713249.0
35,2005,tt0372237,Guess Who,2005,Sony Pictures,Comedy,67962333,10602548.0
36,2005,tt0393162,Coach Carter,2005,Paramount Pictures,Drama,67264877,10493741.0
37,2005,tt0400497,Herbie: Fully Loaded,2005,Walt Disney,Adventure,66010682,10298078.0
38,2005,tt0384806,The Amityville Horror,2005,Filmways Pictures,Horror,64858000,10118253.0
39,2005,tt0405325,Sky High,2005,Walt Disney,Adventure,63939454,9974954.0
40,2005,tt0418763,Jarhead,2005,Universal,Drama,62454785,9743336.0
41,2005,tt0374536,Bewitched,2005,Sony Pictures,Comedy,62252415,9711765.0
42,2005,tt0352248,Cinderella Man,2005,Universal,Drama,61649911,9617771.0
43,2005,tt0421239,Red-Eye,2005,Dreamworks SKG,Thriller/Suspense,57891803,9031483.0
44,2005,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005,Dreamworks SKG,Adventure,56019476,8739388.0
45,2005,tt0375210,White Noise,2005,Universal,Horror,55865715,8715400.0
46,2005,tt0377471,Be Cool,2005,MGM,Comedy,55849401,8712855.0
47,2005,tt0965408,Crash,2005,Lionsgate,Drama,55334418,8632515.0
48,2005,tt0369441,Fun with Dick & Jane,2005,Sony Pictures,Black Comedy,54062538,8434093.0
49,2005,tt0121164,Corpse Bride,2005,Warner Bros.,Adventure,53359111,8324354.0
50,2005,tt0113537,Kicking and Screaming,2005,Universal,Comedy,52580895,8202948.0
51,2005,tt0382077,Hide and Seek,2005,20th Century Fox,Horror,51100486,7971995.0
52,2005,tt0371724,The Hitchhiker’s Guide to the Galaxy,2005,Walt Disney,Adventure,51019112,7959300.0
53,2005,tt0063829,"Yours, Mine and Ours",2005,Paramount Pictures,Comedy,50733384,7914724.0
54,2005,tt0422093,Diary of a Mad Black Woman,2005,Lionsgate,Drama,50406346,7863705.0
55,2005,tt0376105,Racing Stripes,2005,Warner Bros.,Adventure,49186871,7673459.0
56,2005,tt0375063,Sideways,2004,Fox Searchlight,Drama,49098097,7659610.0
57,2005,tt0385307,Miss Congeniality 2: Armed and Fabulous,2005,Warner Bros.,Comedy,48478006,7562871.0
58,2005,tt0425123,Just Like Heaven,2005,Dreamworks SKG,Romantic Comedy,48318130,7537930.0
59,2005,tt0397101,The Skeleton Key,2005,Universal,Horror,47806295,7458080.0
60,2005,tt0320661,Kingdom of Heaven,2005,20th Century Fox,Action,47398413,7394448.0
61,2005,tt0357507,Boogeyman,2005,Sony Pictures,Horror,46363118,7232936.0
62,2005,tt0452598,Cheaper by the Dozen 2,2005,20th Century Fox,Comedy,45958914,7169877.0
63,2005,tt0386140,The Legend of Zorro,2005,Sony Pictures,Adventure,45356386,7075879.0
64,2005,tt0385267,In Good Company,2004,Universal,Comedy,45264721,7061579.0
65,2005,tt0417001,Must Love Dogs,2005,Warner Bros.,Romantic Comedy,43894863,6847873.0
66,2005,tt0388482,The Transporter 2,2005,20th Century Fox,Action,43095600,6723183.0
67,2005,tt0332047,Fever Pitch,2005,20th Century Fox,Romantic Comedy,42071069,6563349.0
68,2005,tt0356680,The Family Stone,2005,20th Century Fox,Comedy,41405336,6459491.0
69,2005,tt0424774,The Adventures of Sharkboy and Lavagirl in 3-D,2005,Miramax/Dimension,Adventure,39177541,6111941.0
70,2005,tt0403508,The Sisterhood of the Traveling Pants,2005,Warner Bros.,Drama,39008741,6085607.0
71,2005,tt0293508,The Phantom of the Opera,2004,Warner Bros.,Musical,38525796,6010265.0
72,2005,tt0355295,The Brothers Grimm,2005,Miramax/Dimension,Adventure,37899638,5912580.0
73,2005,tt0365737,Syriana,2005,Warner Bros.,Thriller/Suspense,37725004,5885336.0
74,2005,tt0388500,Beauty Shop,2005,MGM,Comedy,36351350,5671037.0
75,2005,tt0399201,The Island,2005,Dreamworks SKG,Action,35818913,5587974.0
76,2005,tt0398017,Derailed,2005,Weinstein Co.,Thriller/Suspense,35679977,5566299.0
77,2005,tt0340163,Hostage,2005,Miramax,Action,34636443,5403501.0
78,2005,tt0339291,Lemony Snicket’s A Series of Unfortunate Events,2004,Paramount Pictures,Adventure,33827117,5277241.0
79,2005,tt1217593,Pride and Prejudice,2005,Focus Features,Drama,33782660,5270306.0
80,2005,tt0387131,The Constant Gardener,2005,Focus Features,Thriller/Suspense,33579798,5238658.0
81,2005,tt0074174,The Bad News Bears,2005,Paramount Pictures,Comedy,32868349,5127668.0
82,2005,tt0388125,In Her Shoes,2005,20th Century Fox,Drama,32832249,5122036.0
83,2005,tt0418647,Dreamer: Inspired by a True Story,2005,Dreamworks SKG,Drama,32654700,5094337.0
84,2005,tt0317132,Because of Winn-Dixie,2005,20th Century Fox,Comedy,32645546,5092909.0
85,2005,tt0397065,House of Wax,2005,Warner Bros.,Horror,32064800,5002309.0
86,2005,tt0382992,Stealth,2005,Sony Pictures,Action,31704416,4946087.0
87,2005,tt0372532,The Wedding Date,2005,Universal,Romantic Comedy,31585300,4927504.0
88,2005,tt0433400,Just Friends,2005,New Line,Romantic Comedy,31493937,4913251.0
89,2005,tt0399146,A History of Violence,2005,New Line,Thriller/Suspense,31198508,4867162.0
90,2005,tt0430308,Get Rich or Die Tryin',2005,Paramount Pictures,Drama,30805240,4805810.0
91,2005,tt0432291,The Fog,2005,Sony Pictures,Horror,29511112,4603918.0
92,2005,tt0294870,Rent,2005,Sony Pictures,Musical,29045189,4531231.0
93,2005,tt0406375,Zathura,2005,Sony Pictures,Adventure,28045540,4375279.0
94,2005,tt0419706,Doom,2005,Universal,Horror,28031250,4373050.0
95,2005,tt0308644,Finding Neverland,2004,Miramax,Drama,27000234,4212205.0
96,2005,tt0368709,Elizabethtown,2005,Paramount Pictures,Drama,26850426,4188834.0
97,2005,tt0329774,XXX: State of the Union,2005,Sony Pictures,Action,26082914,4069097.0
98,2005,tt0382628,Dark Water,2005,Walt Disney,Horror,25473093,3973961.0
99,2005,tt0379786,Serenity,2005,Universal,Action,25335935,3952564.0
100,2005,tt0397535,Memoirs of a Geisha,2005,Sony Pictures,Drama,25323884,3950684.0
1,2006,tt0383574,Pirates of the Caribbean: Dead Man’s Chest,2006,Walt Disney,Adventure,423315812,64628368.0
2,2006,tt0317219,Cars,2006,Walt Disney,Adventure,244082982,37264577.0
3,2006,tt0376994,X-Men: The Last Stand,2006,20th Century Fox,Action,234362462,35780529.0
4,2006,tt0382625,The Da Vinci Code,2006,Sony Pictures,Adventure,217536138,33211624.0
5,2006,tt0348150,Superman Returns,2006,Warner Bros.,Adventure,200120000,30552672.0
6,2006,tt0438097,Ice Age: The Meltdown,2006,20th Century Fox,Adventure,195330621,29821469.0
7,2006,tt0366548,Happy Feet,2006,Warner Bros.,Musical,175967627,26865287.0
8,2006,tt0327084,Over the Hedge,2006,Paramount Pictures,Adventure,155019340,23667075.0
9,2006,tt0381061,Casino Royale,2006,Sony Pictures,Action,153531944,23439991.0
10,2006,tt0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,Sony Pictures,Comedy,148213377,22627996.0
11,2006,tt0389860,Click,2006,Sony Pictures,Comedy,137340146,20967961.0
12,2006,tt0317919,Mission: Impossible III,2006,Paramount Pictures,Action,133501348,20381885.0
13,2006,tt0443453,Borat,2006,20th Century Fox,Comedy,125601414,19175788.0
14,2006,tt0458352,The Devil Wears Prada,2006,20th Century Fox,Comedy,124740460,19044345.0
15,2006,tt0407887,The Departed,2006,Warner Bros.,Drama,120359613,18375513.0
16,2006,tt0452594,The Break-Up,2006,Universal,Romantic Comedy,118703275,18122637.0
17,2006,tt0477347,Night at the Museum,2006,20th Century Fox,Adventure,115822154,17682772.0
18,2006,tt0454921,The Pursuit of Happyness,2006,Sony Pictures,Drama,98411670,15024682.0
19,2006,tt0362120,Scary Movie 4,2006,Weinstein/Dimension,Comedy,90710620,13848950.0
20,2006,tt0427229,Failure to Launch,2006,Paramount Pictures,Romantic Comedy,88715192,13544304.0
21,2006,tt0454848,Inside Man,2006,Universal,Thriller/Suspense,88513495,13513511.0
22,2006,tt0400717,Open Season,2006,Sony Pictures,Adventure,84325668,12874148.0
23,2006,tt0452681,The Santa Clause 3: The Escape Clause,2006,Walt Disney,Adventure,83549047,12755580.0
24,2006,tt0363771,The Chronicles of Narnia: The Lion the Witch and the Wardrobe,2005,Walt Disney,Adventure,82270870,12560438.0
25,2006,tt0383216,The Pink Panther,2006,Sony Pictures,Adventure,82226474,12553660.0
26,2006,tt0397313,Eight Below,2006,Walt Disney,Adventure,81612565,12459934.0
27,2006,tt0489270,Saw III,2006,Lionsgate,Horror,80238724,12250187.0
28,2006,tt0457510,Nacho Libre,2006,Paramount Pictures,Comedy,80197993,12243968.0
29,2006,tt0463034,"You, Me and Dupree",2006,Universal,Comedy,75628110,11546276.0
30,2006,tt0385880,Monster House,2006,Sony Pictures,Adventure,73661010,11245956.0
31,2006,tt0414853,Barnyard: The Original Party Animals,2006,Paramount Pictures,Adventure,72779000,11111298.0
32,2006,tt0493430,Jackass: Number Two,2006,Paramount Pictures,Reality,72778712,11111254.0
33,2006,tt0449089,R.V.,2006,Sony Pictures,Adventure,71452035,10908708.0
34,2006,tt0775408,V for Vendetta,2006,Warner Bros.,Action,70511035,10765044.0
35,2006,tt0469641,World Trade Center,2006,Paramount Pictures,Drama,70278893,10729602.0
36,2006,tt0421729,Big Momma's House 2,2006,20th Century Fox,Comedy,70165972,10712362.0
37,2006,tt0388795,Brokeback Mountain,2005,Focus Features,Drama,69169010,10560154.0
38,2006,tt0462590,Step Up,2006,Walt Disney,Drama,65328121,9973759.0
39,2006,tt0430357,Miami Vice,2006,Universal,Action,63450470,9687095.0
40,2006,tt0455612,Madea’s Family Reunion,2006,Lionsgate,Comedy,63257940,9657701.0
41,2006,tt0463985,The Fast and the Furious: Tokyo Drift,2006,Universal,Action,62514415,9544185.0
42,2006,tt0401855,Underworld: Evolution,2006,Sony Pictures,Action,62318875,9514332.0
43,2006,tt0424095,Flushed Away,2006,Paramount Pictures,Adventure,61733119,9424904.0
44,2006,tt5649074,Déjà Vu,2006,Walt Disney,Thriller/Suspense,61574479,9400684.0
45,2006,tt0393735,The Shaggy Dog,2006,Walt Disney,Comedy,61123569,9331843.0
46,2006,tt0409182,Poseidon,2006,Warner Bros.,Adventure,60674817,9263331.0
47,2006,tt0449059,Little Miss Sunshine,2006,Fox Searchlight,Comedy,59489083,9082303.0
48,2006,tt0360717,King Kong,2005,Universal,Adventure,59370190,9064151.0
49,2006,tt0381971,Curious George,2006,Universal,Adventure,58336565,8906346.0
50,2006,tt0430304,Little Man,2006,Sony Pictures,Comedy,58295702,8900107.0
51,2006,tt0445990,Invincible,2006,Walt Disney,Drama,57806952,8825489.0
52,2006,tt0437863,The Benchwarmers,2006,Sony Pictures,Comedy,57651794,8801801.0
53,2006,tt0369441,Fun with Dick & Jane,2005,Sony Pictures,Black Comedy,56487462,8624040.0
54,2006,tt0449010,Eragon,2006,20th Century Fox,Adventure,56420434,8613807.0
55,2006,tt0406816,The Guardian,2006,Walt Disney,Action,54968470,8392133.0
56,2006,tt0466909,The Omen,2006,20th Century Fox,Horror,54607383,8337005.0
57,2006,tt0414982,Final Destination 3,2006,New Line,Horror,54098051,8259244.0
58,2006,tt0413895,Charlotte's Web,2006,Paramount Pictures,Drama,52532601,8020244.0
59,2006,tt0482571,The Prestige,2006,Walt Disney,Thriller/Suspense,52474548,8011381.0
60,2006,tt0410297,The Lake House,2006,Warner Bros.,Drama,52330111,7989330.0
61,2006,tt0443536,Hoodwinked,2006,Weinstein Co.,Adventure,51221667,7820102.0
62,2006,tt0457939,The Holiday,2006,Sony Pictures,Romantic Comedy,50029085,7638028.0
63,2006,tt0408345,Firewall,2006,Warner Bros.,Thriller/Suspense,48751189,7442930.0
64,2006,tt0466342,Date Movie,2006,20th Century Fox,Comedy,48548426,7411973.0
65,2006,tt0479143,Rocky Balboa,2006,MGM,Drama,47940632,7319180.0
66,2006,tt0455857,When a Stranger Calls,2006,Sony Pictures,Horror,47860214,7306903.0
67,2006,tt0497383,Hostel,2006,Lionsgate,Horror,47326473,7225416.0
68,2006,tt0396752,Nanny McPhee,2006,Universal,Adventure,47124400,7194565.0
69,2006,tt0384537,Silent Hill,2006,Sony Pictures,Horror,46982632,7172921.0
70,2006,tt0472043,Apocalypto,2006,Walt Disney,Action,42654236,6512097.0
71,2006,tt0385726,Glory Road,2006,Walt Disney,Drama,42647449,6511061.0
72,2006,tt0452637,Lady in the Water,2006,Warner Bros.,Thriller/Suspense,42285169,6455751.0
73,2006,tt0454841,The Hills Have Eyes,2006,Fox Searchlight,Horror,41778863,6378452.0
74,2006,tt0455967,John Tucker Must Die,2006,20th Century Fox,Romantic Comedy,41011711,6261330.0
75,2006,tt0420223,Stranger Than Fiction,2006,Sony Pictures,Comedy,40435190,6173311.0
76,2006,tt0443543,The Illusionist,2006,Yari Film Group R…,Drama,39770232,6071791.0
77,2006,tt0420294,The Texas Chainsaw Massacre: The Beginning,2006,New Line,Horror,39506362,6031506.0
78,2006,tt0433386,The Grudge 2,2006,Sony Pictures,Horror,39143839,5976159.0
79,2006,tt0421206,Gridiron Gang,2006,Sony Pictures,Drama,38432823,5867607.0
